numeroPedido,clienteId,fechaEntrega,estado,zonaEntrega,requiereRefrigeracion
P3510,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3511,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3512,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3513,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3514,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3515,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3516,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3517,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3518,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3519,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3520,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3521,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3522,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3523,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3524,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3525,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3526,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3527,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3528,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3529,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3530,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3531,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3532,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3533,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3534,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3535,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3536,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3537,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3538,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3539,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3540,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3541,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3542,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3543,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3544,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3545,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3546,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3547,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3548,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3549,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3550,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3551,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3552,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3553,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3554,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3555,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3556,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3557,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3558,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3559,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3560,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3561,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3562,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3563,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3564,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3565,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3566,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3567,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3568,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3569,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3570,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3571,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3572,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3573,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3574,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3575,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3576,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3577,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3578,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3579,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3580,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3581,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3582,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3583,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3584,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3585,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3586,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3587,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3588,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3589,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3590,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3591,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3592,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3593,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3594,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3595,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3596,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3597,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3598,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3599,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3600,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3601,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3602,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3603,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3604,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3605,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3606,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3607,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3608,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3609,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3610,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3611,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3612,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3613,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3614,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3615,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3616,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3617,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3618,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3619,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3620,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3621,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3622,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3623,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3624,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3625,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3626,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3627,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3628,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3629,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3630,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3631,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3632,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3633,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3634,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3635,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3636,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3637,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3638,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3639,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3640,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3641,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3642,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3643,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3644,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3645,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3646,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3647,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3648,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3649,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3650,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3651,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3652,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3653,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3654,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3655,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3656,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3657,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3658,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3659,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3660,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3661,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3662,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3663,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3664,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3665,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3666,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3667,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3668,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3669,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3670,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3671,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3672,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3673,CLI-123,2025-11-23,PENDIENTE,ZONA1,FALSE
P3674,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3675,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3676,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3677,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3678,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3679,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3680,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3681,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3682,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3683,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3684,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3685,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3686,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3687,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3688,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3689,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3690,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3691,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3692,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3693,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3694,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3695,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3696,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3697,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3698,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3699,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3700,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3701,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3702,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3703,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3704,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3705,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3706,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3707,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3708,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3709,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3710,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3711,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3712,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3713,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3714,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3715,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3716,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3717,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3718,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3719,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3720,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3721,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3722,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3723,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3724,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3725,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3726,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3727,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3728,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3729,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3730,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3731,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3732,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3733,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3734,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3735,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3736,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3737,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3738,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3739,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3740,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3741,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3742,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3743,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3744,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3745,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3746,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3747,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3748,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3749,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3750,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3751,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3752,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3753,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3754,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3755,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3756,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3757,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3758,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3759,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3760,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3761,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3762,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3763,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3764,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3765,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3766,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3767,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3768,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3769,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3770,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3771,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3772,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3773,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3774,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3775,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3776,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3777,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3778,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3779,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3780,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3781,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3782,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3783,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3784,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3785,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3786,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3787,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3788,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3789,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3790,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3791,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3792,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3793,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3794,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3795,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3796,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3797,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3798,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3799,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3800,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3801,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3802,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3803,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3804,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3805,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3806,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3807,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3808,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3809,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3810,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3811,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3812,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3813,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3814,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3815,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3816,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3817,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3818,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3819,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3820,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3821,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3822,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3823,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3824,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3825,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3826,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3827,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3828,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3829,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3830,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3831,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3832,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3833,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3834,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3835,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3836,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3837,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3838,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3839,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3840,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3841,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3842,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3843,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3844,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3845,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3846,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3847,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3848,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3849,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3850,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3851,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3852,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3853,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3854,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3855,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3856,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3857,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3858,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3859,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3860,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3861,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3862,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3863,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3864,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3865,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3866,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3867,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3868,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3869,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3870,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3871,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3872,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3873,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3874,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3875,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3876,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3877,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3878,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3879,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3880,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3881,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3882,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3883,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3884,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3885,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3886,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3887,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3888,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3889,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3890,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3891,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3892,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3893,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3894,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3895,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
P3896,CLI-123,2025-11-23,PENDIENTE,ZONA1,TRUE
